Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotConfig,Neighborhood,YearBuilt,RoofStyle,RoofMatl,MasVnrArea,Foundation,BsmtExposure,HeatingQC,CentralAir,GrLivArea,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageCars,SaleType,SalePrice,Has_Alley,Artery,Feedr,RRNn,RRAn,PosN,PosA,RRNe,RRAe,1Fam_BldgType,Overall_Total,BrkCmnArea,BrkFaceArea,StoneArea,Exter_Total,Bsmt_Total,Has_BsmtFin,BsmtFinSF_Total,SF_QualFinished,SF_Total,Bath,Garage_Total,Has_WoodDeck,Has_OpenPorch,Has_EnclosedPorch,Has_3SsnPorch,Has_ScreenPorch,Has_PorchOrDeck,Has_Pool,Has_Fence,Has_Shed,Post_Collapse
664,85,RL,90,10012,Pave,Inside,Edwards,1972,Gable,CompShg,0,CBlock,Av,TA,Y,1181,1,TA,Typ,0,2,WD,137500,0,0,0,0,0,0,0,0,0,1,9,0,0,0,10,12,1,1100,2281,2319,3,10,0,0,1,0,0,1,0,1,0,0
665,20,RL,49,20896,Pave,CulDSac,Somerst,2005,Gable,CompShg,0,PConc,Mn,Ex,Y,2097,1,Ex,Typ,1,3,New,423000,0,0,0,0,1,0,0,0,0,1,13,0,0,0,12,14,1,1721,3818,4174,2.5,10,1,1,0,0,0,1,0,0,0,0
666,60,RL,106,11194,Pave,Corner,Gilbert,2000,Gable,CompShg,40,PConc,No,Ex,Y,1936,1,Gd,Typ,1,2,WD,230500,0,0,0,0,0,0,0,0,0,1,13,0,40,0,12,12,0,0,1936,3342,2.5,10,1,1,0,0,0,1,0,0,0,0
667,60,RL,NA,18450,Pave,Inside,NAmes,1965,Flat,Tar&Grv,113,CBlock,No,TA,Y,2380,1,TA,Sev,1,2,WD,129000,0,0,0,0,0,0,0,0,0,1,11,113,0,0,12,12,1,910,3290,3401,2.5,10,0,1,0,0,0,1,0,0,0,0
668,20,RL,65,8125,Pave,Inside,SawyerW,1994,Gable,CompShg,258,PConc,No,Ex,Y,1679,1,Gd,Typ,1,2,WD,193500,0,0,0,0,0,0,0,0,0,1,11,0,258,0,10,12,1,1138,2817,3087,3,10,1,1,0,0,0,1,0,0,0,0
669,20,RL,NA,14175,Pave,Corner,Sawyer,1956,Gable,CompShg,0,CBlock,No,Gd,Y,1437,1,TA,Min2,1,2,WD,168000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,1,988,2425,2625,2.5,10,1,0,0,0,0,1,0,0,0,0
670,30,RL,80,11600,Pave,Inside,Crawfor,1922,Gable,CompShg,0,BrkTil,No,Ex,Y,1180,1,Fa,Typ,1,1,WD,137500,0,0,0,0,0,0,0,0,0,1,9,0,0,0,10,8,0,0,1180,1880,1,8,0,0,1,0,0,1,0,0,0,0
671,60,RL,64,8633,Pave,FR2,CollgCr,2005,Gable,CompShg,0,PConc,No,Ex,Y,1476,1,Gd,Typ,0,2,WD,173500,0,0,0,0,0,0,0,0,0,1,11,0,0,0,12,12,1,193,1669,2214,3.5,10,1,1,0,0,0,1,0,0,0,1
672,70,RH,54,6629,Pave,Inside,Edwards,1925,Gambrel,CompShg,0,BrkTil,No,TA,N,1369,1,TA,Typ,0,1,WD,103600,0,1,0,0,0,0,0,0,0,1,12,0,0,0,12,10,1,551,1920,2041,3,10,1,0,0,0,0,1,0,0,0,1
673,20,RL,NA,11250,Pave,Inside,Veenker,1977,Gable,CompShg,0,CBlock,No,TA,Y,1208,1,TA,Typ,1,2,WD,165000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,12,12,1,767,1975,2416,2.5,10,1,1,0,0,0,1,0,0,0,0
674,20,RL,110,14442,Pave,Inside,Crawfor,1957,Hip,CompShg,106,PConc,No,Ex,Y,1839,1,Gd,Typ,2,2,WD,257500,0,0,0,0,0,0,0,0,0,1,13,0,106,0,10,10,1,1186,3025,3316,3,10,0,1,0,0,1,1,0,0,0,0
675,20,RL,80,9200,Pave,Inside,NAmes,1965,Gable,CompShg,0,CBlock,No,TA,Y,1136,1,TA,Typ,1,1,WD,140000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,10,10,1,892,2028,2272,2,10,1,0,0,0,0,1,0,0,0,0
676,160,RL,24,2289,Pave,Inside,NPkVill,1978,Gable,CompShg,0,CBlock,No,TA,Y,1441,1,TA,Typ,1,2,WD,148500,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,10,1,311,1752,2296,2.5,10,1,0,0,0,0,1,0,0,0,1
677,70,RM,60,9600,Pave,Inside,OldTown,1900,Gable,CompShg,0,BrkTil,No,Fa,N,1774,2,TA,Min2,0,3,WD,87000,1,0,0,0,0,0,0,0,0,1,6,0,0,0,10,8,0,0,1774,2869,3,6,0,0,1,0,0,1,0,0,0,0
678,30,RL,52,9022,Pave,Inside,OldTown,1924,Gable,CompShg,0,BrkTil,No,Ex,Y,792,1,Gd,Typ,0,1,WD,109500,0,0,0,0,0,0,0,0,0,1,13,0,0,0,12,10,0,0,792,1560,1,6,1,0,1,0,0,1,0,0,0,1
679,20,RL,80,11844,Pave,Inside,StoneBr,2008,Hip,CompShg,464,PConc,Mn,Ex,Y,2046,1,Gd,Typ,1,3,New,372500,0,0,0,0,0,0,0,0,0,1,13,0,0,464,12,14,0,0,2046,4092,2.5,10,1,1,0,0,0,1,0,0,0,1
680,20,RL,NA,9945,Pave,Inside,Sawyer,1961,Hip,CompShg,57,CBlock,No,TA,Y,988,1,TA,Typ,0,2,WD,128500,0,0,0,0,0,0,0,0,0,1,10,0,57,0,10,10,1,827,1815,1976,2,10,0,0,0,0,0,0,0,0,0,0
681,120,RL,50,8012,Pave,Inside,SawyerW,1980,Gable,CompShg,0,CBlock,No,TA,Y,923,1,TA,Typ,1,1,WD,143000,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,12,1,662,1585,1846,2,10,1,0,0,0,0,1,0,0,0,1
682,50,RH,55,4500,Pave,Inside,SWISU,1932,Gable,CompShg,0,BrkTil,No,Ex,Y,1520,1,TA,Typ,0,1,WD,159434,1,0,0,0,0,0,0,0,0,1,10,0,0,0,10,10,1,182,1702,2313,1,10,0,0,1,0,0,1,0,0,0,1
683,120,RL,NA,2887,Pave,Inside,ClearCr,1996,Gable,CompShg,0,PConc,Mn,Ex,Y,1291,1,Gd,Typ,1,2,WD,173000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,12,1,1003,2294,2582,2,10,1,0,0,0,0,1,0,0,0,0
684,20,RL,90,11248,Pave,Corner,CollgCr,2002,Hip,CompShg,215,PConc,Av,Ex,Y,1668,1,Gd,Typ,1,3,WD,285000,0,0,0,0,0,0,0,0,0,1,14,0,0,215,12,12,1,1059,2727,3294,3,10,1,1,0,0,0,1,0,0,0,0
685,60,RL,58,16770,Pave,CulDSac,NoRidge,1998,Gable,CompShg,30,PConc,No,Gd,Y,1839,1,TA,Typ,0,2,WD,221000,0,0,0,0,0,0,0,0,0,1,12,0,30,0,12,12,0,0,1839,3034,2.5,10,0,1,0,0,0,1,0,0,0,1
686,160,RL,NA,5062,Pave,CulDSac,StoneBr,1984,Gable,CompShg,0,CBlock,Mn,Gd,Y,2090,1,Gd,Min1,1,2,WD,207500,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,12,1,1010,3100,3280,3,10,1,0,0,0,0,1,0,0,0,0
687,60,FV,84,10207,Pave,Inside,Somerst,2007,Gable,CompShg,0,PConc,No,Ex,Y,1761,1,Gd,Typ,0,2,New,227875,0,0,0,0,0,0,0,0,0,1,13,0,0,0,12,12,0,0,1761,2635,3,10,1,1,0,0,0,1,0,0,0,0
688,160,FV,NA,5105,Pave,FR2,Somerst,2004,Gable,CompShg,0,PConc,No,Ex,Y,1102,1,Gd,Typ,0,2,WD,148800,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,12,1,239,1341,1653,2.5,10,0,1,0,0,0,1,0,0,0,0
689,20,RL,60,8089,Pave,Inside,StoneBr,2007,Gable,CompShg,0,PConc,Av,Ex,Y,1419,1,Gd,Typ,1,2,New,392000,0,0,0,0,0,0,0,0,0,1,14,0,0,0,12,12,1,945,2364,2838,3,10,1,0,0,0,0,1,0,0,0,0
690,120,RL,61,7577,Pave,Corner,NridgHt,2005,Gable,CompShg,256,PConc,Av,Ex,Y,1362,1,Gd,Typ,1,2,WD,194700,0,0,0,0,0,0,0,0,0,0,11,0,0,256,12,12,1,20,1382,2724,2,10,1,1,0,0,0,1,0,0,0,0
691,120,RM,NA,4426,Pave,Inside,CollgCr,2004,Gable,CompShg,147,PConc,Gd,Ex,Y,848,1,Gd,Typ,1,2,WD,141000,0,0,0,0,0,0,0,0,0,0,11,0,147,0,12,12,1,697,1545,1696,2,10,1,0,0,0,0,1,0,0,0,0
692,60,RL,104,21535,Pave,Corner,NoRidge,1994,Gable,WdShngl,1170,PConc,Gd,Ex,Y,4316,1,Ex,Typ,2,3,WD,755000,0,0,0,0,0,0,0,0,0,1,16,0,1170,0,14,14,1,1455,5771,6760,4,10,1,1,0,0,0,1,0,0,0,0
693,60,RL,42,26178,Pave,Inside,Timber,1989,Hip,CompShg,293,PConc,Gd,Ex,Y,2519,1,Gd,Typ,2,2,WD,335000,0,0,0,0,0,0,0,0,0,1,12,0,293,0,12,12,1,965,3484,3729,3.5,10,1,1,0,0,0,1,0,0,0,0
694,30,RL,60,5400,Pave,Corner,OldTown,1921,Gable,CompShg,0,BrkTil,No,Ex,Y,1073,1,TA,Typ,0,1,WD,108480,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,0,0,1073,2146,1,10,0,0,1,0,0,1,0,0,0,0
695,50,RM,51,6120,Pave,Corner,BrkSide,1936,Gable,CompShg,0,BrkTil,No,TA,Y,1539,1,TA,Typ,0,2,WD,141500,0,0,0,0,0,0,0,0,0,1,11,0,0,0,8,10,0,0,1539,2466,1.5,10,1,0,0,0,0,1,0,1,0,1
696,20,RL,54,13811,Pave,Inside,Timber,1987,Gable,CompShg,72,CBlock,No,Gd,Y,1137,1,Gd,Typ,1,2,WD,176000,0,0,0,0,0,0,0,0,0,1,12,0,72,0,10,14,1,1020,2157,2249,3,10,1,0,0,0,0,1,0,0,0,0
697,30,RM,50,6000,Pave,Inside,BrkSide,1921,Gable,CompShg,0,CBlock,No,Gd,Y,616,1,TA,Typ,0,1,WD,89000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,10,10,1,616,1232,1232,1,10,0,0,1,0,0,1,0,0,0,0
698,20,RL,57,6420,Pave,Inside,Edwards,1952,Gable,CompShg,0,PConc,Mn,Fa,Y,1148,1,TA,Typ,0,1,WD,123500,0,0,0,0,0,0,0,0,0,1,12,0,0,0,10,16,1,761,1909,2128,1.5,10,0,0,0,0,0,0,0,0,0,0
699,20,RL,65,8450,Pave,Inside,Sawyer,1965,Gable,CompShg,0,CBlock,No,Ex,Y,894,1,TA,Typ,1,1,WD,138500,0,0,0,0,0,0,0,0,1,1,13,0,0,0,12,10,1,670,1564,1788,2,10,1,1,0,0,0,1,0,1,0,1
700,120,FV,59,4282,Pave,Inside,Somerst,2004,Gable,CompShg,0,PConc,Mn,Ex,Y,1391,1,Gd,Typ,0,2,WD,196000,1,0,0,0,0,0,0,0,0,0,12,0,0,0,12,12,1,16,1407,2782,2,10,1,1,0,0,0,1,0,0,0,0
701,20,RL,85,14331,Pave,Inside,Timber,2002,Hip,CompShg,630,PConc,Gd,Ex,Y,1800,1,Gd,Typ,1,3,WD,312500,0,0,0,0,0,0,0,0,0,1,13,0,630,0,12,14,1,1274,3074,3600,3,10,1,1,0,0,0,1,0,0,0,0
702,20,RL,80,9600,Pave,Inside,NWAmes,1969,Hip,CompShg,168,CBlock,No,TA,Y,1164,1,TA,Typ,0,2,COD,140000,0,0,0,0,0,0,0,0,0,1,12,0,168,0,10,10,0,0,1164,2328,1.5,10,0,0,0,0,0,0,0,0,0,0
703,60,RL,82,12438,Pave,Inside,StoneBr,2006,Hip,CompShg,466,PConc,No,Ex,Y,2576,1,Ex,Typ,1,3,New,361919,0,0,0,0,0,0,0,0,0,1,13,0,466,0,14,16,0,0,2576,3810,2.5,10,1,1,0,0,0,1,0,0,0,0
704,190,RM,76,7630,Pave,Inside,OldTown,1900,Gable,CompShg,0,BrkTil,No,Gd,Y,1812,2,Gd,Typ,1,2,WD,140000,0,0,1,0,0,0,0,0,0,0,14,0,0,0,12,12,0,0,1812,2172,2,10,1,0,1,0,0,1,0,1,0,1
705,20,RL,70,8400,Pave,Inside,CollgCr,2004,Gable,CompShg,109,PConc,Av,Ex,Y,1484,1,Gd,Typ,0,2,WD,213000,0,0,0,0,0,0,0,0,0,1,12,0,109,0,12,12,1,712,2196,2957,3,10,0,1,0,1,0,1,0,0,0,1
706,190,RM,70,5600,Pave,Inside,IDOTRR,1930,Hip,CompShg,0,Slab,NA,Fa,N,1092,2,Fa,Mod,0,0,WD,55000,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,1092,1092,2,0,0,0,0,0,0,0,0,0,0,1
707,20,RL,NA,115149,Pave,CulDSac,ClearCr,1971,Gable,CompShg,351,CBlock,Gd,TA,Y,1824,1,Gd,Typ,2,2,WD,302000,0,0,0,0,0,0,0,0,0,1,12,0,0,351,10,12,1,1219,3043,3467,3,10,1,1,0,0,0,1,0,0,0,0
708,120,RL,48,6240,Pave,Inside,NridgHt,2006,Hip,CompShg,176,PConc,No,Ex,Y,1324,1,Gd,Typ,1,2,WD,254000,0,0,0,0,0,0,0,0,0,0,13,0,176,0,12,12,1,863,2187,2648,3,10,1,1,0,0,0,1,0,0,0,1
709,60,RL,65,9018,Pave,Inside,Gilbert,2007,Hip,CompShg,0,PConc,Av,Ex,Y,1456,1,Gd,Typ,1,2,New,179540,0,0,0,0,0,0,0,0,0,1,12,0,0,0,12,12,0,0,1456,2184,2.5,10,1,1,0,0,0,1,0,0,0,0
710,20,RL,NA,7162,Pave,Inside,Sawyer,1966,Gable,CompShg,41,PConc,No,TA,Y,904,1,TA,Typ,0,1,WD,109900,0,0,0,0,0,0,0,0,0,1,12,41,0,0,10,10,0,0,904,1780,1,10,0,0,0,0,0,0,0,1,0,0
711,30,RL,56,4130,Pave,Inside,BrkSide,1935,Gable,CompShg,0,CBlock,No,Gd,Y,729,1,TA,Maj2,0,0,WD,52000,0,0,0,0,0,0,0,0,0,1,9,0,0,0,12,10,0,0,729,999,1,0,0,0,0,0,0,0,0,0,0,0
712,50,C (all),66,8712,Pave,Inside,IDOTRR,1900,Gable,CompShg,0,Stone,Mn,Gd,Y,1178,1,TA,Typ,0,1,WD,102776,1,0,0,0,0,0,0,0,0,1,11,0,0,0,10,10,0,0,1178,2037,1,10,1,0,1,0,0,1,0,0,0,1
713,120,RL,40,4671,Pave,Inside,StoneBr,1988,Gable,CompShg,0,PConc,Mn,Gd,Y,1228,1,Gd,Typ,1,2,WD,189000,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,12,1,767,1995,2456,3,10,1,1,0,0,0,1,0,0,0,0
714,190,RL,60,9873,Pave,Inside,BrkSide,1970,Gable,CompShg,160,CBlock,Av,TA,N,960,1,TA,Typ,0,2,WD,129000,0,0,0,0,1,0,0,0,0,0,9,0,160,0,10,10,1,789,1749,1920,2,10,0,1,0,0,0,1,0,0,0,0
715,60,RL,NA,13517,Pave,CulDSac,Sawyer,1976,Gable,CompShg,289,CBlock,No,Ex,Y,1479,1,Gd,Typ,0,2,WD,130500,0,0,0,0,0,0,0,0,1,1,14,0,289,0,12,10,1,533,2012,2204,2.5,10,0,1,0,0,0,1,0,0,0,1
716,20,RL,78,10140,Pave,Inside,NWAmes,1974,Hip,CompShg,174,CBlock,No,TA,Y,1350,1,TA,Typ,1,2,WD,165000,0,0,0,0,0,0,0,0,0,1,11,0,174,0,10,12,0,0,1350,2414,2,10,0,0,0,0,0,0,0,1,0,1
717,70,RM,60,10800,Pave,Inside,OldTown,1890,Gable,CompShg,0,BrkTil,No,Ex,Y,2554,1,TA,Typ,0,2,WD,159500,1,0,0,0,0,0,0,0,0,1,15,0,0,0,12,10,0,0,2554,3272,1.5,10,0,1,1,0,0,1,0,0,0,0
718,20,RL,80,10000,Pave,Inside,NWAmes,1973,Gable,CompShg,0,CBlock,No,Gd,Y,1178,1,Gd,Typ,1,2,WD,157000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,12,1,1084,2262,2354,2,10,1,0,0,0,0,1,0,1,0,0
719,60,RL,96,10542,Pave,Inside,NoRidge,1993,Hip,CompShg,651,PConc,Gd,Ex,Y,2418,1,Gd,Typ,1,3,WD,341000,0,0,0,0,0,0,0,0,0,1,12,0,651,0,12,12,1,1173,3591,3729,3.5,10,1,1,1,0,0,1,0,0,0,0
720,20,RL,69,9920,Pave,Inside,CollgCr,1969,Gable,CompShg,0,CBlock,Gd,TA,Y,971,1,TA,Typ,1,1,WD,128500,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,12,1,523,1494,1942,1.5,10,0,0,0,0,0,0,0,0,0,0
721,120,RL,NA,6563,Pave,CulDSac,StoneBr,1985,Gable,CompShg,0,PConc,Gd,TA,Y,1742,1,Gd,Typ,1,2,WD,275000,0,0,0,0,0,0,0,0,0,1,13,0,0,0,12,12,1,1148,2890,3484,3,10,1,1,1,0,0,1,0,0,0,0
722,120,RM,NA,4426,Pave,Inside,CollgCr,2004,Gable,CompShg,169,PConc,Av,Ex,Y,848,1,Gd,Typ,0,2,WD,143000,0,0,0,0,0,0,0,0,0,0,11,0,169,0,12,12,1,662,1510,1696,2,10,1,0,0,0,0,1,0,0,0,1
723,20,RL,70,8120,Pave,Inside,NAmes,1970,Gable,CompShg,0,CBlock,No,Ex,Y,864,1,TA,Typ,0,2,WD,124500,0,0,0,0,0,0,0,0,0,1,11,0,0,0,12,10,1,191,1055,1728,1,10,0,0,0,0,0,0,0,0,0,1
724,50,RL,60,8172,Pave,Inside,Edwards,1954,Gable,CompShg,0,PConc,No,Ex,Y,1470,1,TA,Typ,0,1,WD,135000,0,0,0,0,0,0,0,0,0,1,10,0,0,0,10,10,0,0,1470,2411,2,10,0,0,0,0,1,1,0,0,0,0
725,20,RL,86,13286,Pave,Inside,Edwards,2007,Hip,CompShg,340,PConc,No,Ex,Y,1698,1,Ex,Typ,1,3,WD,320000,0,0,0,0,0,0,0,0,0,1,14,0,0,340,14,14,1,1234,2932,3396,3,10,1,1,0,0,0,1,0,0,0,1
726,20,RL,60,6960,Pave,Inside,NAmes,1970,Gable,CompShg,0,CBlock,No,TA,Y,864,1,Gd,Typ,0,2,WD,120500,0,0,0,0,0,0,0,0,0,1,10,0,0,0,10,10,1,614,1478,1728,1,10,1,0,0,0,0,1,0,0,1,1
727,20,RL,NA,21695,Pave,Corner,Crawfor,1988,Hip,CompShg,260,CBlock,No,Ex,Y,1680,1,Gd,Typ,1,2,WD,222000,0,0,0,0,0,0,0,0,0,1,15,0,260,0,14,12,1,808,2488,2560,3,10,1,1,0,1,0,1,0,0,0,1
728,20,RL,64,7314,Pave,Inside,CollgCr,2007,Gable,CompShg,82,PConc,Av,Ex,Y,1232,1,Gd,Typ,0,2,WD,194500,0,0,0,0,0,0,0,0,0,1,12,0,0,82,12,12,1,724,1956,2464,3,10,1,0,0,0,0,1,0,0,0,1
729,90,RL,85,11475,Pave,Corner,NAmes,1958,Gable,CompShg,95,CBlock,No,TA,Y,1776,2,TA,Typ,0,3,COD,110000,0,0,0,0,0,0,0,0,0,0,10,0,95,0,10,10,0,0,1776,3360,3,10,0,1,0,0,0,1,0,0,0,1
730,30,RM,52,6240,Pave,Inside,IDOTRR,1925,Gable,CompShg,0,CBlock,No,TA,Y,1208,1,TA,Typ,0,2,WD,103000,1,0,0,0,0,0,0,0,0,1,9,0,0,0,10,10,1,152,1000,1988,1,10,0,1,1,0,0,1,0,0,0,1
731,120,RL,39,5389,Pave,Inside,StoneBr,1995,Gable,CompShg,0,PConc,No,Ex,Y,1616,1,Gd,Typ,1,2,WD,236500,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,12,1,1180,2796,3211,3,10,1,1,0,0,0,1,0,0,0,1
732,80,RL,73,9590,Pave,Corner,Timber,2003,Gable,CompShg,442,PConc,Av,Ex,Y,1146,1,Gd,Typ,1,2,WD,187500,0,0,0,0,0,0,0,0,0,1,12,0,442,0,12,14,1,786,1932,2014,3,10,1,1,0,0,0,1,0,0,0,0
733,60,RL,75,11404,Pave,Inside,CollgCr,1998,Gable,CompShg,202,PConc,Av,Ex,Y,2031,1,Gd,Typ,1,2,WD,222500,0,0,0,0,0,0,0,0,0,1,12,0,202,0,12,12,1,252,2283,3184,2.5,10,1,1,0,0,0,1,0,0,0,0
734,20,RL,80,10000,Pave,Corner,Sawyer,1961,Hip,CompShg,0,CBlock,No,Ex,Y,1144,1,TA,Typ,1,1,WD,131400,0,0,1,0,0,0,0,0,0,1,11,0,0,0,10,10,1,594,1738,2008,2,10,1,0,0,0,0,1,0,1,1,1
735,20,RL,NA,8978,Pave,Corner,Sawyer,1968,Gable,CompShg,0,PConc,No,TA,Y,948,1,TA,Typ,0,1,WD,108000,0,0,0,0,0,0,0,0,0,1,10,0,0,0,10,10,0,0,948,1896,1,10,1,0,0,0,0,1,0,0,0,0
736,75,RM,60,10800,Pave,Inside,OldTown,1914,Gable,CompShg,0,BrkTil,Mn,Fa,N,1768,1,TA,Typ,2,2,WD,163000,0,0,0,0,0,0,0,0,0,1,14,0,0,0,10,12,1,390,2158,2648,1.5,10,0,1,0,0,0,1,0,0,0,0
737,90,RL,60,8544,Pave,Inside,NAmes,1950,Gable,CompShg,0,CBlock,NA,Gd,N,1040,2,TA,Typ,0,2,WD,93500,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,1040,1040,2,10,0,0,0,0,0,0,0,0,0,0
738,60,RL,72,10463,Pave,CulDSac,Gilbert,2005,Gable,CompShg,0,PConc,No,Ex,Y,1801,1,Gd,Typ,1,3,WD,239900,0,0,0,0,0,0,0,0,0,1,13,0,0,0,12,12,0,0,1801,2694,2.5,10,0,1,0,0,0,1,0,0,0,0
739,90,RL,60,10800,Pave,Inside,Edwards,1987,Gable,CompShg,0,CBlock,Gd,TA,Y,1200,1,TA,Typ,0,0,WD,179000,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,14,1,1200,2400,2400,6,0,1,0,0,0,0,1,0,0,0,1
740,60,RL,65,9313,Pave,Inside,CollgCr,2004,Gable,CompShg,0,PConc,No,Ex,Y,1728,1,Gd,Typ,0,2,WD,190000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,12,12,0,0,1728,2592,2.5,10,1,1,0,0,0,1,0,0,0,1
741,70,RM,60,9600,Pave,Inside,OldTown,1910,Gable,CompShg,0,BrkTil,No,Ex,Y,1432,1,TA,Typ,0,2,WD,132000,1,0,0,0,0,0,0,0,0,1,12,0,0,0,12,6,0,0,1432,1696,2,12,1,0,1,0,0,1,0,1,0,0
742,20,RL,65,6768,Pave,Inside,Sawyer,1961,Hip,CompShg,0,CBlock,Mn,Gd,Y,912,1,Gd,Typ,0,1,WD,142000,0,0,1,0,0,0,0,0,0,1,14,0,0,0,12,10,1,832,1744,1824,2.5,10,1,0,0,0,0,1,0,1,0,0
743,20,RL,65,8450,Pave,Inside,SawyerW,2000,Gable,CompShg,108,PConc,No,Ex,Y,1349,1,TA,Typ,0,2,WD,179000,0,0,0,0,0,0,0,0,0,1,12,0,108,0,10,12,0,0,1349,2698,2,10,1,1,0,0,0,1,0,1,0,0
744,80,RL,70,12886,Pave,Inside,Sawyer,1963,Gable,CompShg,0,CBlock,Av,Ex,Y,1464,1,TA,Min2,1,2,WD,175000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,10,12,1,444,1908,1984,2.5,10,1,0,0,0,1,1,0,0,0,1
745,120,RL,41,5395,Pave,Inside,StoneBr,1993,Gable,CompShg,0,PConc,No,Gd,Y,1337,1,Gd,Typ,1,2,WD,180000,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,12,1,733,2070,2674,3,10,1,0,1,1,0,1,0,0,0,0
746,60,RL,NA,8963,Pave,Inside,NWAmes,1976,Hip,CompShg,289,CBlock,No,Ex,Y,2715,1,Gd,Typ,2,2,WD,299800,0,0,0,0,0,0,0,0,0,1,17,0,289,0,16,12,1,655,3370,3857,4,10,0,1,0,0,0,1,0,0,0,0
747,60,RL,NA,8795,Pave,Inside,Gilbert,2000,Gable,CompShg,0,PConc,No,Ex,Y,2256,1,Gd,Typ,1,2,WD,236000,0,0,0,0,0,0,0,0,0,1,12,0,0,0,12,12,1,300,2556,3208,2.5,10,1,1,0,0,0,1,0,0,0,1
748,70,RM,65,11700,Pave,Corner,OldTown,1880,Mansard,CompShg,0,Stone,No,TA,N,2640,1,Gd,Typ,1,4,WD,265979,1,0,0,0,0,0,0,0,0,1,14,0,0,0,12,8,0,0,2640,3880,1.5,10,1,0,1,0,0,1,0,0,0,1
749,20,RL,59,10593,Pave,Inside,NoRidge,1996,Hip,CompShg,338,PConc,No,Ex,Y,1720,1,Gd,Typ,1,2,WD,260400,0,0,0,0,0,0,0,0,0,1,12,0,338,0,12,12,1,919,2639,3440,3,10,1,1,1,0,0,1,0,0,0,1
750,50,RL,50,8405,Pave,Inside,Edwards,1945,Gable,CompShg,0,Slab,NA,TA,N,1529,1,TA,Mod,0,1,WD,98000,0,0,0,0,0,0,0,0,0,1,7,0,0,0,10,0,0,0,1529,1529,2,10,1,0,1,0,0,1,0,0,0,1
751,50,RM,55,8800,Pave,Corner,OldTown,1910,Gable,CompShg,0,BrkTil,No,Gd,Y,1140,1,TA,Min2,0,0,WD,96500,1,0,0,0,0,0,0,0,0,1,11,0,0,0,10,8,0,0,1140,1716,1,0,0,1,0,0,0,1,0,0,0,1
752,60,RL,NA,7750,Pave,Inside,Gilbert,2003,Gable,CompShg,0,PConc,No,Ex,Y,1320,1,Gd,Typ,0,2,WD,162000,0,0,0,0,1,0,0,0,0,1,12,0,0,0,12,12,0,0,1320,1980,2.5,10,0,1,0,0,0,1,0,0,0,0
753,20,RL,79,9236,Pave,Inside,CollgCr,1997,Gable,CompShg,0,PConc,Gd,Ex,Y,1494,1,Gd,Typ,0,2,WD,217000,0,0,0,0,0,0,0,0,0,1,11,0,0,0,12,12,1,1200,2694,2973,3,10,1,1,0,0,0,1,0,0,0,0
754,60,RL,80,10240,Pave,Inside,NridgHt,2005,Gable,CompShg,178,PConc,Mn,Gd,Y,2098,1,Ex,Typ,1,3,WD,275500,0,0,0,0,0,0,0,0,0,1,13,0,178,0,12,12,0,0,2098,3128,2.5,10,1,1,0,0,0,1,0,0,0,0
755,20,RL,61,7930,Pave,Inside,NAmes,1969,Gable,CompShg,0,CBlock,No,Gd,Y,1026,1,Gd,Typ,0,2,WD,156000,0,0,0,0,0,0,0,0,0,1,14,0,0,0,10,10,1,911,1937,2052,2,10,1,1,0,0,0,1,0,0,0,1
756,160,FV,34,3230,Pave,Inside,Somerst,1999,Gable,CompShg,894,PConc,No,Gd,Y,1471,1,TA,Typ,0,2,WD,172500,1,0,0,0,0,0,0,0,0,0,11,0,894,0,10,12,1,381,1852,2200,2.5,10,0,1,0,0,0,1,0,0,0,1
757,60,RL,68,10769,Pave,Inside,CollgCr,2007,Gable,CompShg,0,PConc,Av,Ex,Y,1768,1,Gd,Typ,0,2,WD,212000,0,0,0,0,0,0,0,0,0,1,13,0,0,0,12,12,1,20,1788,2634,2.5,10,1,1,0,0,0,1,0,0,0,1
758,60,RL,NA,11616,Pave,CulDSac,Sawyer,1978,Hip,CompShg,328,CBlock,Mn,TA,Y,1386,1,TA,Typ,1,2,WD,158900,0,0,0,0,0,0,0,0,0,1,11,328,0,0,10,10,1,438,1824,2058,2.5,10,1,0,0,0,0,1,0,1,0,1
